9.16	0
9.161666666666667	0
9.163333333333334	1
9.165000000000001	0
9.166666666666666	7
9.168333333333333	5
9.17	4
9.171666666666667	5
9.173333333333334	8
9.175	12
9.176666666666668	13
9.178333333333335	10
9.18	19
9.181666666666667	20
9.183333333333334	24
9.185	26
9.186666666666667	43
9.188333333333334	48
9.190000000000001	46
9.191666666666666	61
9.193333333333333	65
9.195	59
9.196666666666667	72
9.198333333333334	82
9.200000000000001	84
9.201666666666668	76
9.203333333333335	64
9.205	73
9.206666666666667	61
9.208333333333334	48
9.21	15
