21.25	0
21.258333333333333	0
21.266666666666666	0
21.275	0
21.283333333333335	0
21.291666666666668	0
21.3	3
21.308333333333334	1
21.316666666666666	2
21.325	7
21.333333333333332	36
21.341666666666665	29
21.35	49
21.358333333333334	57
21.366666666666667	73
21.375	85
21.383333333333333	106
21.391666666666666	84
21.4	96
21.408333333333335	144
21.416666666666668	159
21.425	100
21.433333333333334	17
21.441666666666666	2
21.45	1
21.458333333333332	0
21.466666666666665	0
21.475	0
21.483333333333334	0
21.491666666666667	0
21.5	0
