4.8	0
4.800666666666666	0
4.801333333333333	0
4.802	2
4.802666666666666	1
4.803333333333333	1
4.804	0
4.804666666666667	1
4.8053333333333335	4
4.806	24
4.806666666666667	36
4.807333333333333	60
4.808	54
4.808666666666666	62
4.809333333333333	63
4.8100000000000005	60
4.810666666666667	64
4.811333333333334	64
4.812	59
4.812666666666667	43
4.8133333333333335	71
4.814	57
4.814666666666667	71
4.815333333333333	64
4.816	78
4.816666666666666	54
4.817333333333334	40
4.8180000000000005	18
4.818666666666667	0
4.819333333333334	0
4.82	0
