66.65	3
66.66166666666668	14
66.67333333333333	21
66.685	16
66.69666666666667	38
66.70833333333334	54
66.72	72
66.73166666666667	64
66.74333333333334	63
66.75500000000001	76
66.76666666666667	66
66.77833333333334	73
66.79	81
66.80166666666668	67
66.81333333333333	75
66.825	55
66.83666666666667	45
66.84833333333333	39
66.86	30
66.87166666666667	19
66.88333333333334	18
66.895	23
66.90666666666667	13
66.91833333333334	13
66.93	5
66.94166666666666	2
66.95333333333333	5
66.965	1
66.97666666666667	0
66.98833333333333	0
67.0	0
